onboarding_task_id,employee_id,task_name,task_category,current_stage,task_status,due_date,completed_date,completion_percentage
ONB03681,10158,Manager Introduction,Manager,Orientation,Blocked,2009-01-13,,16.0
ONB03682,10158,Laptop Provisioning,IT,Setup,Complete,2009-01-15,2009-01-09,100.0
ONB03683,10158,Network Account Setup,IT,Setup,Complete,2009-01-13,2009-01-11,100.0
ONB03684,10158,Email and Collaboration Access,IT,Setup,Complete,2009-01-13,2009-01-11,100.0
ONB03685,10158,Security Awareness Training,Compliance,Enablement,Complete,2009-01-20,2009-01-17,100.0
ONB03686,10158,Company Policy Training,Compliance,Enablement,Complete,2009-01-18,2009-01-18,100.0
ONB03687,10158,Role-Specific Training,Role-specific,Enablement,Complete,2009-01-28,2009-01-23,100.0
ONB03688,10158,Department Process Training,Role-specific,Enablement,Complete,2009-01-23,2009-01-17,100.0
ONB03689,10158,Tool Access Verification,IT,Enablement,Complete,2009-01-18,2009-01-15,100.0
ONB03690,10158,First Week Check-in,Manager,Enablement,Complete,2009-01-18,2009-01-16,100.0
ONB03691,10158,30-Day Onboarding Review,Manager,Productive,Complete,2009-02-07,2009-02-04,100.0
ONB03692,10117,Complete HR Documentation,HR,Preboarding,Complete,2015-01-08,2015-01-11,100.0
ONB03693,10117,Submit Required Identification,HR,Preboarding,Complete,2015-01-07,2015-01-05,100.0
ONB03694,10117,Complete New Hire Orientation,HR,Orientation,Complete,2015-01-12,2015-01-10,100.0
ONB03695,10117,Manager Introduction,Manager,Orientation,In Progress,2015-01-10,,47.0
ONB03696,10117,Laptop Provisioning,IT,Setup,Overdue,2015-01-12,,66.0
ONB03697,10117,Network Account Setup,IT,Setup,Complete,2015-01-10,2015-01-13,100.0
ONB03698,10117,Email and Collaboration Access,IT,Setup,Complete,2015-01-10,2015-01-12,100.0
ONB03699,10117,Security Awareness Training,Compliance,Enablement,Complete,2015-01-17,2015-01-15,100.0
ONB03700,10117,Company Policy Training,Compliance,Enablement,Complete,2015-01-15,2015-01-12,100.0
ONB03701,10117,Role-Specific Training,Role-specific,Enablement,Complete,2015-01-25,2015-01-16,100.0
ONB03702,10117,Department Process Training,Role-specific,Enablement,Complete,2015-01-20,2015-01-13,100.0
ONB03703,10117,Tool Access Verification,IT,Enablement,Complete,2015-01-15,2015-01-09,100.0
ONB03704,10117,First Week Check-in,Manager,Enablement,Overdue,2015-01-15,,53.0
ONB03705,10117,30-Day Onboarding Review,Manager,Productive,Complete,2015-02-04,2015-01-25,100.0
ONB03706,10209,Complete HR Documentation,HR,Preboarding,Complete,2012-05-17,2012-05-19,100.0
ONB03707,10209,Submit Required Identification,HR,Preboarding,Complete,2012-05-16,2012-05-17,100.0
ONB03708,10209,Complete New Hire Orientation,HR,Orientation,Complete,2012-05-21,2012-05-15,100.0
ONB03709,10209,Manager Introduction,Manager,Orientation,In Progress,2012-05-19,,53.0
ONB03710,10209,Laptop Provisioning,IT,Setup,In Progress,2012-05-21,,82.0
ONB03711,10209,Network Account Setup,IT,Setup,Not Started,2012-05-19,,0.0
ONB03712,10209,Email and Collaboration Access,IT,Setup,Complete,2012-05-19,2012-05-21,100.0
ONB03713,10209,Security Awareness Training,Compliance,Enablement,In Progress,2012-05-26,,34.0
ONB03714,10209,Company Policy Training,Compliance,Enablement,Complete,2012-05-24,2012-05-23,100.0
ONB03715,10209,Role-Specific Training,Role-specific,Enablement,In Progress,2012-06-03,,20.0
ONB03716,10209,Department Process Training,Role-specific,Enablement,Blocked,2012-05-29,,56.0
ONB03717,10209,Tool Access Verification,IT,Enablement,Complete,2012-05-24,2012-05-17,100.0
ONB03718,10209,First Week Check-in,Manager,Enablement,Complete,2012-05-24,2012-05-24,100.0
ONB03719,10209,30-Day Onboarding Review,Manager,Productive,Complete,2012-06-13,2012-06-11,100.0
ONB03720,10024,Complete HR Documentation,HR,Preboarding,Complete,2014-07-10,2014-07-12,100.0
ONB03721,10024,Submit Required Identification,HR,Preboarding,Complete,2014-07-09,2014-07-10,100.0
ONB03722,10024,Complete New Hire Orientation,HR,Orientation,Complete,2014-07-14,2014-07-11,100.0
ONB03723,10024,Manager Introduction,Manager,Orientation,Complete,2014-07-12,2014-07-12,100.0
ONB03724,10024,Laptop Provisioning,IT,Setup,Complete,2014-07-14,2014-07-17,100.0
ONB03725,10024,Network Account Setup,IT,Setup,Not Started,2014-07-12,,0.0
ONB03726,10024,Email and Collaboration Access,IT,Setup,Complete,2014-07-12,2014-07-11,100.0
ONB03727,10024,Security Awareness Training,Compliance,Enablement,Complete,2014-07-19,2014-07-19,100.0
ONB03728,10024,Company Policy Training,Compliance,Enablement,Complete,2014-07-17,2014-07-17,100.0
ONB03729,10024,Role-Specific Training,Role-specific,Enablement,Complete,2014-07-27,2014-07-24,100.0
ONB03730,10024,Department Process Training,Role-specific,Enablement,Blocked,2014-07-22,,67.0
ONB03731,10024,Tool Access Verification,IT,Enablement,Complete,2014-07-17,2014-07-16,100.0
ONB03732,10024,First Week Check-in,Manager,Enablement,Complete,2014-07-17,2014-07-14,100.0
ONB03733,10024,30-Day Onboarding Review,Manager,Productive,Complete,2014-08-06,2014-08-05,100.0
ONB03734,10173,Complete HR Documentation,HR,Preboarding,Complete,2017-04-23,2017-04-26,100.0
ONB03735,10173,Submit Required Identification,HR,Preboarding,In Progress,2017-04-22,,45.0
ONB03736,10173,Complete New Hire Orientation,HR,Orientation,In Progress,2017-04-27,,89.0
ONB03737,10173,Manager Introduction,Manager,Orientation,Complete,2017-04-25,2017-04-26,100.0
ONB03738,10173,Laptop Provisioning,IT,Setup,Blocked,2017-04-27,,74.0
ONB03739,10173,Network Account Setup,IT,Setup,Not Started,2017-04-25,,0.0
ONB03740,10173,Email and Collaboration Access,IT,Setup,Complete,2017-04-25,2017-04-25,100.0
ONB03741,10173,Security Awareness Training,Compliance,Enablement,Complete,2017-05-02,2017-04-28,100.0
ONB03742,10173,Company Policy Training,Compliance,Enablement,Complete,2017-04-30,2017-04-30,100.0
ONB03743,10173,Role-Specific Training,Role-specific,Enablement,Complete,2017-05-10,2017-05-13,100.0
ONB03744,10173,Department Process Training,Role-specific,Enablement,Complete,2017-05-05,2017-05-02,100.0
ONB03745,10173,Tool Access Verification,IT,Enablement,Blocked,2017-04-30,,22.0
ONB03746,10173,First Week Check-in,Manager,Enablement,Complete,2017-04-30,2017-04-28,100.0
ONB03747,10173,30-Day Onboarding Review,Manager,Productive,Complete,2017-05-20,2017-05-16,100.0
ONB03748,10221,Complete HR Documentation,HR,Preboarding,Complete,2009-04-30,2009-05-01,100.0
ONB03749,10221,Submit Required Identification,HR,Preboarding,Complete,2009-04-29,2009-04-27,100.0
ONB03750,10221,Manager Introduction,Manager,Orientation,Complete,2009-05-02,2009-04-28,100.0
ONB03751,10221,Laptop Provisioning,IT,Setup,Complete,2009-05-04,2009-04-28,100.0
ONB03752,10221,Network Account Setup,IT,Setup,Blocked,2009-05-02,,19.0
ONB03753,10221,Email and Collaboration Access,IT,Setup,Complete,2009-05-02,2009-05-04,100.0
ONB03754,10221,Security Awareness Training,Compliance,Enablement,In Progress,2009-05-09,,79.0
ONB03755,10221,Company Policy Training,Compliance,Enablement,In Progress,2009-05-07,,57.0
ONB03756,10221,Department Process Training,Role-specific,Enablement,Blocked,2009-05-12,,29.0
ONB03757,10221,Tool Access Verification,IT,Enablement,In Progress,2009-05-07,,47.0
ONB03758,10221,First Week Check-in,Manager,Enablement,Blocked,2009-05-07,,56.0
ONB03759,10221,30-Day Onboarding Review,Manager,Productive,Complete,2009-05-27,2009-05-19,100.0
ONB03760,10146,Complete HR Documentation,HR,Preboarding,Complete,2011-05-19,2011-05-19,100.0
ONB03761,10146,Submit Required Identification,HR,Preboarding,In Progress,2011-05-18,,24.0
ONB03762,10146,Complete New Hire Orientation,HR,Orientation,Complete,2011-05-23,2011-05-17,100.0
ONB03763,10146,Manager Introduction,Manager,Orientation,Complete,2011-05-21,2011-05-21,100.0
ONB03764,10146,Laptop Provisioning,IT,Setup,Not Started,2011-05-23,,0.0
ONB03765,10146,Network Account Setup,IT,Setup,Complete,2011-05-21,2011-05-17,100.0
ONB03766,10146,Email and Collaboration Access,IT,Setup,Complete,2011-05-21,2011-05-22,100.0
ONB03767,10146,Security Awareness Training,Compliance,Enablement,Not Started,2011-05-28,,0.0
ONB03768,10146,Company Policy Training,Compliance,Enablement,Complete,2011-05-26,2011-05-20,100.0
ONB03769,10146,Role-Specific Training,Role-specific,Enablement,Complete,2011-06-05,2011-05-30,100.0
ONB03770,10146,Department Process Training,Role-specific,Enablement,Complete,2011-05-31,2011-05-21,100.0
ONB03771,10146,Tool Access Verification,IT,Enablement,Not Started,2011-05-26,,0.0
ONB03772,10146,First Week Check-in,Manager,Enablement,Not Started,2011-05-26,,0.0
ONB03773,10146,30-Day Onboarding Review,Manager,Productive,Complete,2011-06-15,2011-06-17,100.0
ONB03774,10161,Complete HR Documentation,HR,Preboarding,Complete,2014-10-02,2014-10-05,100.0
ONB03775,10161,Submit Required Identification,HR,Preboarding,Complete,2014-10-01,2014-10-01,100.0
ONB03776,10161,Complete New Hire Orientation,HR,Orientation,Complete,2014-10-06,2014-10-05,100.0
ONB03777,10161,Manager Introduction,Manager,Orientation,Not Started,2014-10-04,,0.0
ONB03778,10161,Laptop Provisioning,IT,Setup,Complete,2014-10-06,2014-10-05,100.0
ONB03779,10161,Network Account Setup,IT,Setup,Complete,2014-10-04,2014-10-02,100.0
ONB03780,10161,Email and Collaboration Access,IT,Setup,Complete,2014-10-04,2014-09-30,100.0
ONB03781,10161,Security Awareness Training,Compliance,Enablement,Blocked,2014-10-11,,29.0
ONB03782,10161,Company Policy Training,Compliance,Enablement,Complete,2014-10-09,2014-10-12,100.0
ONB03783,10161,Role-Specific Training,Role-specific,Enablement,Complete,2014-10-19,2014-10-15,100.0
ONB03784,10161,Department Process Training,Role-specific,Enablement,Complete,2014-10-14,2014-10-16,100.0
ONB03785,10161,Tool Access Verification,IT,Enablement,Complete,2014-10-09,2014-10-02,100.0
ONB03786,10161,First Week Check-in,Manager,Enablement,Complete,2014-10-09,2014-10-07,100.0
ONB03787,10141,Complete HR Documentation,HR,Preboarding,Complete,2011-07-08,2011-07-07,100.0
ONB03788,10141,Submit Required Identification,HR,Preboarding,Overdue,2011-07-07,,31.0
ONB03789,10141,Complete New Hire Orientation,HR,Orientation,Complete,2011-07-12,2011-07-10,100.0
ONB03790,10141,Manager Introduction,Manager,Orientation,Complete,2011-07-10,2011-07-12,100.0
ONB03791,10141,Laptop Provisioning,IT,Setup,Complete,2011-07-12,2011-07-08,100.0
ONB03792,10141,Network Account Setup,IT,Setup,Complete,2011-07-10,2011-07-07,100.0
ONB03793,10141,Email and Collaboration Access,IT,Setup,Complete,2011-07-10,2011-07-12,100.0
ONB03794,10141,Security Awareness Training,Compliance,Enablement,Complete,2011-07-17,2011-07-13,100.0
ONB03795,10141,Company Policy Training,Compliance,Enablement,Complete,2011-07-15,2011-07-18,100.0
ONB03796,10141,Role-Specific Training,Role-specific,Enablement,Overdue,2011-07-25,,69.0
ONB03797,10141,Department Process Training,Role-specific,Enablement,In Progress,2011-07-20,,80.0
ONB03798,10141,Tool Access Verification,IT,Enablement,In Progress,2011-07-15,,86.0
ONB03799,10141,First Week Check-in,Manager,Enablement,Complete,2011-07-15,2011-07-11,100.0
ONB03800,10141,30-Day Onboarding Review,Manager,Productive,In Progress,2011-08-04,,28.0
ONB03801,10268,Complete HR Documentation,HR,Preboarding,Complete,2007-06-28,2007-06-30,100.0
ONB03802,10268,Submit Required Identification,HR,Preboarding,Complete,2007-06-27,2007-06-27,100.0
ONB03803,10268,Complete New Hire Orientation,HR,Orientation,Complete,2007-07-02,2007-06-30,100.0
ONB03804,10268,Manager Introduction,Manager,Orientation,In Progress,2007-06-30,,55.0
ONB03805,10268,Laptop Provisioning,IT,Setup,Complete,2007-07-02,2007-07-03,100.0
ONB03806,10268,Network Account Setup,IT,Setup,Complete,2007-06-30,2007-06-30,100.0
ONB03807,10268,Email and Collaboration Access,IT,Setup,Complete,2007-06-30,2007-06-29,100.0
ONB03808,10268,Security Awareness Training,Compliance,Enablement,Complete,2007-07-07,2007-07-08,100.0
ONB03809,10268,Company Policy Training,Compliance,Enablement,Complete,2007-07-05,2007-06-27,100.0
ONB03810,10268,Role-Specific Training,Role-specific,Enablement,Complete,2007-07-15,2007-07-15,100.0
ONB03811,10268,Department Process Training,Role-specific,Enablement,Complete,2007-07-10,2007-07-08,100.0
ONB03812,10268,Tool Access Verification,IT,Enablement,Complete,2007-07-05,2007-07-01,100.0
ONB03813,10268,First Week Check-in,Manager,Enablement,Complete,2007-07-05,2007-06-30,100.0
ONB03814,10268,30-Day Onboarding Review,Manager,Productive,Complete,2007-07-25,2007-07-17,100.0
ONB03815,10123,Complete HR Documentation,HR,Preboarding,Complete,2013-02-21,2013-02-21,100.0
ONB03816,10123,Submit Required Identification,HR,Preboarding,Complete,2013-02-20,2013-02-23,100.0
ONB03817,10123,Complete New Hire Orientation,HR,Orientation,Complete,2013-02-25,2013-02-23,100.0
ONB03818,10123,Manager Introduction,Manager,Orientation,Complete,2013-02-23,2013-02-23,100.0
ONB03819,10123,Laptop Provisioning,IT,Setup,Complete,2013-02-25,2013-02-20,100.0
ONB03820,10123,Email and Collaboration Access,IT,Setup,Complete,2013-02-23,2013-02-25,100.0
ONB03821,10123,Security Awareness Training,Compliance,Enablement,Complete,2013-03-02,2013-02-23,100.0
ONB03822,10123,Company Policy Training,Compliance,Enablement,Complete,2013-02-28,2013-02-22,100.0
ONB03823,10123,Role-Specific Training,Role-specific,Enablement,Complete,2013-03-10,2013-03-09,100.0
ONB03824,10123,Department Process Training,Role-specific,Enablement,Blocked,2013-03-05,,42.0
ONB03825,10123,First Week Check-in,Manager,Enablement,Complete,2013-02-28,2013-03-01,100.0
ONB03826,10123,30-Day Onboarding Review,Manager,Productive,In Progress,2013-03-20,,43.0
ONB03827,10013,Complete HR Documentation,HR,Preboarding,Complete,2006-01-12,2006-01-14,100.0
ONB03828,10013,Submit Required Identification,HR,Preboarding,In Progress,2006-01-11,,17.0
ONB03829,10013,Complete New Hire Orientation,HR,Orientation,Complete,2006-01-16,2006-01-19,100.0
ONB03830,10013,Manager Introduction,Manager,Orientation,In Progress,2006-01-14,,26.0
ONB03831,10013,Laptop Provisioning,IT,Setup,Blocked,2006-01-16,,56.0
ONB03832,10013,Network Account Setup,IT,Setup,Overdue,2006-01-14,,41.0
ONB03833,10013,Email and Collaboration Access,IT,Setup,Complete,2006-01-14,2006-01-11,100.0
ONB03834,10013,Security Awareness Training,Compliance,Enablement,Complete,2006-01-21,2006-01-16,100.0
ONB03835,10013,Company Policy Training,Compliance,Enablement,Complete,2006-01-19,2006-01-16,100.0
ONB03836,10013,Role-Specific Training,Role-specific,Enablement,In Progress,2006-01-29,,16.0
ONB03837,10013,Department Process Training,Role-specific,Enablement,Complete,2006-01-24,2006-01-27,100.0
ONB03838,10013,Tool Access Verification,IT,Enablement,Complete,2006-01-19,2006-01-19,100.0
ONB03839,10013,First Week Check-in,Manager,Enablement,Complete,2006-01-19,2006-01-15,100.0
ONB03840,10013,30-Day Onboarding Review,Manager,Productive,Complete,2006-02-08,2006-01-31,100.0
ONB03841,10287,Complete HR Documentation,HR,Preboarding,In Progress,2014-02-20,,55.0
ONB03842,10287,Submit Required Identification,HR,Preboarding,Complete,2014-02-19,2014-02-22,100.0
ONB03843,10287,Complete New Hire Orientation,HR,Orientation,Complete,2014-02-24,2014-02-21,100.0
ONB03844,10287,Manager Introduction,Manager,Orientation,Complete,2014-02-22,2014-02-25,100.0
ONB03845,10287,Laptop Provisioning,IT,Setup,Overdue,2014-02-24,,88.0
ONB03846,10287,Network Account Setup,IT,Setup,Complete,2014-02-22,2014-02-21,100.0
ONB03847,10287,Email and Collaboration Access,IT,Setup,Complete,2014-02-22,2014-02-20,100.0
ONB03848,10287,Security Awareness Training,Compliance,Enablement,Complete,2014-03-01,2014-02-24,100.0
ONB03849,10287,Company Policy Training,Compliance,Enablement,Complete,2014-02-27,2014-02-23,100.0
ONB03850,10287,Role-Specific Training,Role-specific,Enablement,Complete,2014-03-09,2014-03-12,100.0
ONB03851,10287,Department Process Training,Role-specific,Enablement,Complete,2014-03-04,2014-02-25,100.0
ONB03852,10287,Tool Access Verification,IT,Enablement,Complete,2014-02-27,2014-02-26,100.0
ONB03853,10287,First Week Check-in,Manager,Enablement,Complete,2014-02-27,2014-02-27,100.0
ONB03854,10287,30-Day Onboarding Review,Manager,Productive,Complete,2014-03-19,2014-03-18,100.0
ONB03855,10044,Complete HR Documentation,HR,Preboarding,In Progress,2015-01-08,,59.0
ONB03856,10044,Submit Required Identification,HR,Preboarding,Overdue,2015-01-07,,55.0
ONB03857,10044,Complete New Hire Orientation,HR,Orientation,Blocked,2015-01-12,,9.0
ONB03858,10044,Manager Introduction,Manager,Orientation,Complete,2015-01-10,2015-01-12,100.0
ONB03859,10044,Laptop Provisioning,IT,Setup,Complete,2015-01-12,2015-01-12,100.0
ONB03860,10044,Network Account Setup,IT,Setup,Complete,2015-01-10,2015-01-13,100.0
ONB03861,10044,Email and Collaboration Access,IT,Setup,Not Started,2015-01-10,,0.0
ONB03862,10044,Security Awareness Training,Compliance,Enablement,Complete,2015-01-17,2015-01-08,100.0
ONB03863,10044,Company Policy Training,Compliance,Enablement,Complete,2015-01-15,2015-01-14,100.0
ONB03864,10044,Role-Specific Training,Role-specific,Enablement,Complete,2015-01-25,2015-01-20,100.0
ONB03865,10044,Department Process Training,Role-specific,Enablement,Complete,2015-01-20,2015-01-14,100.0
ONB03866,10044,Tool Access Verification,IT,Enablement,Complete,2015-01-15,2015-01-14,100.0
ONB03867,10044,First Week Check-in,Manager,Enablement,In Progress,2015-01-15,,91.0
ONB03868,10044,30-Day Onboarding Review,Manager,Productive,Complete,2015-02-04,2015-02-03,100.0
ONB03869,10102,Complete HR Documentation,HR,Preboarding,Complete,2013-02-21,2013-02-24,100.0
ONB03870,10102,Submit Required Identification,HR,Preboarding,Complete,2013-02-20,2013-02-22,100.0
ONB03871,10102,Complete New Hire Orientation,HR,Orientation,Complete,2013-02-25,2013-02-20,100.0
ONB03872,10102,Manager Introduction,Manager,Orientation,Complete,2013-02-23,2013-02-20,100.0
ONB03873,10102,Laptop Provisioning,IT,Setup,Complete,2013-02-25,2013-02-20,100.0
ONB03874,10102,Network Account Setup,IT,Setup,Complete,2013-02-23,2013-02-23,100.0
ONB03875,10102,Email and Collaboration Access,IT,Setup,Complete,2013-02-23,2013-02-24,100.0
ONB03876,10102,Security Awareness Training,Compliance,Enablement,Complete,2013-03-02,2013-02-22,100.0
ONB03877,10102,Company Policy Training,Compliance,Enablement,Complete,2013-02-28,2013-03-02,100.0
ONB03878,10102,Role-Specific Training,Role-specific,Enablement,Not Started,2013-03-10,,0.0
ONB03879,10102,Department Process Training,Role-specific,Enablement,Complete,2013-03-05,2013-02-25,100.0
ONB03880,10102,Tool Access Verification,IT,Enablement,Complete,2013-02-28,2013-03-01,100.0
