learning_record_id,employee_id,course_name,course_type,assigned_date,completed_date,assessment_score,completion_time_hours,course_status
LRN02923,10044,Code of Conduct,Compliance,2015-01-05,,,,In Progress
LRN02924,10044,Workplace Safety,Compliance,2015-01-06,,,,Overdue
LRN02925,10044,Company Orientation,Orientation,2015-01-05,2015-01-08,83.71,2.03,Completed
LRN02926,10044,HR Policies and Benefits,Orientation,2015-01-06,2015-01-10,82.46,1.98,Completed
LRN02927,10044,Communication and Collaboration Tools,Orientation,2015-01-07,2015-01-17,92.91,3.1,Completed
LRN02928,10044,Department Process Training,Role-specific,2015-01-10,2015-01-23,74.61,5.03,Completed
LRN02929,10044,Role Fundamentals,Role-specific,2015-01-12,,,,In Progress
LRN02930,10044,Role Tools and Systems,Role-specific,2015-01-13,2015-01-18,85.73,4.69,Completed
LRN02931,10102,Information Security Awareness,Compliance,2013-02-19,,,,Overdue
LRN02932,10102,Data Privacy and Protection,Compliance,2013-02-20,2013-02-26,76.8,1.83,Completed
LRN02933,10102,Code of Conduct,Compliance,2013-02-18,2013-02-21,86.97,2.09,Completed
LRN02934,10102,Workplace Safety,Compliance,2013-02-19,2013-02-22,86.05,2.33,Completed
LRN02935,10102,Company Orientation,Orientation,2013-02-18,2013-02-28,84.68,2.59,Completed
LRN02936,10102,HR Policies and Benefits,Orientation,2013-02-19,2013-02-20,70.97,2.31,Completed
LRN02937,10102,Communication and Collaboration Tools,Orientation,2013-02-20,,,,Assigned
LRN02938,10102,Department Process Training,Role-specific,2013-02-23,2013-02-27,84.14,3.87,Completed
LRN02939,10102,Role Fundamentals,Role-specific,2013-02-25,,,,Overdue
LRN02940,10102,Role Tools and Systems,Role-specific,2013-02-26,2013-03-18,81.48,5.07,Completed
LRN02941,10102,Professional Development,Optional,2013-03-05,2013-03-10,78.6,3.74,Completed
LRN02942,10270,Information Security Awareness,Compliance,2011-01-11,,,,Overdue
LRN02943,10270,Code of Conduct,Compliance,2011-01-10,2011-01-18,69.77,1.48,Completed
LRN02944,10270,Company Orientation,Orientation,2011-01-10,,,,In Progress
LRN02945,10270,HR Policies and Benefits,Orientation,2011-01-11,2011-01-12,79.26,2.17,Completed
LRN02946,10270,Communication and Collaboration Tools,Orientation,2011-01-12,2011-01-20,94.83,2.41,Completed
LRN02947,10270,Department Process Training,Role-specific,2011-01-15,2011-01-28,84.62,2.98,Completed
LRN02948,10270,Role Fundamentals,Role-specific,2011-01-17,2011-01-19,90.22,3.87,Completed
LRN02949,10270,Role Tools and Systems,Role-specific,2011-01-18,,,,In Progress
LRN02950,10270,Professional Development,Optional,2011-01-25,,75.64,,In Progress
LRN02951,10045,Information Security Awareness,Compliance,2015-03-31,2015-04-06,72.92,1.94,Completed
LRN02952,10045,Data Privacy and Protection,Compliance,2015-04-01,2015-04-12,85.97,2.42,Completed
LRN02953,10045,Code of Conduct,Compliance,2015-03-30,2015-04-05,85.09,1.22,Completed
LRN02954,10045,Workplace Safety,Compliance,2015-03-31,2015-04-14,85.47,1.75,Completed
LRN02955,10045,Company Orientation,Orientation,2015-03-30,2015-04-08,84.77,2.29,Completed
LRN02956,10045,HR Policies and Benefits,Orientation,2015-03-31,2015-04-01,86.6,1.68,Completed
LRN02957,10045,Communication and Collaboration Tools,Orientation,2015-04-01,,,,In Progress
LRN02958,10045,Department Process Training,Role-specific,2015-04-04,2015-04-05,81.75,3.54,Completed
LRN02959,10045,Role Fundamentals,Role-specific,2015-04-06,,,,Assigned
LRN02960,10045,Role Tools and Systems,Role-specific,2015-04-07,2015-04-20,92.38,2.81,Completed
LRN02961,10205,Data Privacy and Protection,Compliance,2011-07-07,2011-07-12,79.47,2.06,Completed
LRN02962,10205,Code of Conduct,Compliance,2011-07-05,2011-07-12,92.95,0.92,Completed
LRN02963,10205,Company Orientation,Orientation,2011-07-05,2011-07-06,82.72,2.65,Completed
LRN02964,10205,HR Policies and Benefits,Orientation,2011-07-06,2011-07-08,87.31,1.92,Completed
LRN02965,10205,Communication and Collaboration Tools,Orientation,2011-07-07,2011-07-17,84.76,2.12,Completed
LRN02966,10205,Department Process Training,Role-specific,2011-07-10,2011-07-23,83.77,3.51,Completed
LRN02967,10205,Role Fundamentals,Role-specific,2011-07-12,2011-07-27,82.94,6.18,Completed
LRN02968,10205,Role Tools and Systems,Role-specific,2011-07-13,2011-07-30,82.51,4.21,Completed
LRN02969,10014,Data Privacy and Protection,Compliance,2012-08-15,2012-08-19,92.07,2.53,Completed
LRN02970,10014,Workplace Safety,Compliance,2012-08-14,,,,In Progress
LRN02971,10014,Company Orientation,Orientation,2012-08-13,2012-08-14,84.48,2.37,Completed
LRN02972,10014,HR Policies and Benefits,Orientation,2012-08-14,2012-08-24,89.18,1.73,Completed
LRN02973,10014,Communication and Collaboration Tools,Orientation,2012-08-15,2012-08-26,100.0,2.63,Completed
LRN02974,10014,Department Process Training,Role-specific,2012-08-18,2012-08-31,88.19,4.09,Completed
LRN02975,10014,Role Fundamentals,Role-specific,2012-08-20,2012-09-05,91.75,6.32,Completed
LRN02976,10014,Role Tools and Systems,Role-specific,2012-08-21,2012-09-02,85.46,4.22,Completed
LRN02977,10144,Information Security Awareness,Compliance,2011-08-02,,,,Overdue
LRN02978,10144,Data Privacy and Protection,Compliance,2011-08-03,2011-08-18,87.05,3.03,Completed
LRN02979,10144,Code of Conduct,Compliance,2011-08-01,2011-08-03,85.86,1.25,Completed
LRN02980,10144,Workplace Safety,Compliance,2011-08-02,,74.54,,In Progress
LRN02981,10144,Company Orientation,Orientation,2011-08-01,,,,Overdue
LRN02982,10144,HR Policies and Benefits,Orientation,2011-08-02,,,,In Progress
LRN02983,10144,Communication and Collaboration Tools,Orientation,2011-08-03,,52.7,,In Progress
LRN02984,10144,Department Process Training,Role-specific,2011-08-06,,,,Overdue
LRN02985,10144,Role Fundamentals,Role-specific,2011-08-08,2011-08-18,81.31,4.18,Completed
LRN02986,10144,Role Tools and Systems,Role-specific,2011-08-09,2011-08-24,84.43,4.31,Completed
LRN02987,10253,Information Security Awareness,Compliance,2012-03-06,2012-03-10,89.7,2.09,Completed
LRN02988,10253,Data Privacy and Protection,Compliance,2012-03-07,2012-03-21,91.99,1.53,Completed
LRN02989,10253,Code of Conduct,Compliance,2012-03-05,2012-03-14,79.93,1.5,Completed
LRN02990,10253,Workplace Safety,Compliance,2012-03-06,2012-03-07,79.0,1.61,Completed
LRN02991,10253,Company Orientation,Orientation,2012-03-05,2012-03-10,78.17,2.85,Completed
LRN02992,10253,HR Policies and Benefits,Orientation,2012-03-06,2012-03-15,82.86,2.4,Completed
LRN02993,10253,Communication and Collaboration Tools,Orientation,2012-03-07,,,,In Progress
LRN02994,10253,Department Process Training,Role-specific,2012-03-10,,,,Assigned
LRN02995,10253,Role Fundamentals,Role-specific,2012-03-12,2012-04-01,75.77,7.57,Completed
LRN02996,10253,Role Tools and Systems,Role-specific,2012-03-13,,,,Overdue
LRN02997,10118,Information Security Awareness,Compliance,2015-02-17,2015-02-20,78.91,2.73,Completed
LRN02998,10118,Data Privacy and Protection,Compliance,2015-02-18,2015-03-05,100.0,2.5,Completed
LRN02999,10118,Code of Conduct,Compliance,2015-02-16,2015-02-21,82.62,1.68,Completed
LRN03000,10118,Workplace Safety,Compliance,2015-02-17,2015-02-23,99.04,2.16,Completed
LRN03001,10118,Company Orientation,Orientation,2015-02-16,2015-02-26,99.92,1.78,Completed
LRN03002,10118,HR Policies and Benefits,Orientation,2015-02-17,2015-02-18,84.51,1.44,Completed
LRN03003,10118,Communication and Collaboration Tools,Orientation,2015-02-18,2015-02-25,91.23,1.98,Completed
LRN03004,10118,Department Process Training,Role-specific,2015-02-21,2015-03-07,95.07,3.46,Completed
LRN03005,10118,Role Fundamentals,Role-specific,2015-02-23,2015-03-02,82.89,9.09,Completed
LRN03006,10118,Role Tools and Systems,Role-specific,2015-02-24,,,,Overdue
LRN03007,10022,Information Security Awareness,Compliance,2011-09-27,2011-09-30,87.04,2.29,Completed
LRN03008,10022,Data Privacy and Protection,Compliance,2011-09-28,,,,In Progress
LRN03009,10022,Code of Conduct,Compliance,2011-09-26,,,,In Progress
LRN03010,10022,Workplace Safety,Compliance,2011-09-27,,,,Assigned
LRN03011,10022,Company Orientation,Orientation,2011-09-26,,49.72,,In Progress
LRN03012,10022,HR Policies and Benefits,Orientation,2011-09-27,2011-10-05,91.55,1.9,Completed
LRN03013,10022,Communication and Collaboration Tools,Orientation,2011-09-28,,,,In Progress
LRN03014,10022,Department Process Training,Role-specific,2011-10-01,2011-10-03,69.83,3.4,Completed
LRN03015,10022,Role Fundamentals,Role-specific,2011-10-03,,67.9,,In Progress
LRN03016,10022,Role Tools and Systems,Role-specific,2011-10-04,2011-10-19,84.56,4.47,Completed
LRN03017,10022,Professional Development,Optional,2011-10-11,,,,Overdue
LRN03018,10183,Information Security Awareness,Compliance,2015-07-06,2015-07-12,82.78,2.21,Completed
LRN03019,10183,Data Privacy and Protection,Compliance,2015-07-07,,,,In Progress
LRN03020,10183,Workplace Safety,Compliance,2015-07-06,2015-07-12,84.15,2.38,Completed
LRN03021,10183,Company Orientation,Orientation,2015-07-05,2015-07-08,87.59,1.82,Completed
LRN03022,10183,HR Policies and Benefits,Orientation,2015-07-06,2015-07-18,73.66,1.59,Completed
LRN03023,10183,Communication and Collaboration Tools,Orientation,2015-07-07,,,,In Progress
LRN03024,10183,Department Process Training,Role-specific,2015-07-10,2015-07-24,85.06,4.51,Completed
LRN03025,10183,Role Fundamentals,Role-specific,2015-07-12,,,,In Progress
LRN03026,10183,Role Tools and Systems,Role-specific,2015-07-13,2015-07-18,80.98,4.5,Completed
LRN03027,10183,Professional Development,Optional,2015-07-20,,,,In Progress
LRN03028,10190,Information Security Awareness,Compliance,2014-08-19,,,,In Progress
LRN03029,10190,Data Privacy and Protection,Compliance,2014-08-20,2014-08-27,95.14,3.08,Completed
LRN03030,10190,Code of Conduct,Compliance,2014-08-18,2014-08-26,82.67,1.68,Completed
LRN03031,10190,Workplace Safety,Compliance,2014-08-19,2014-08-30,82.68,0.95,Completed
LRN03032,10190,Company Orientation,Orientation,2014-08-18,2014-08-24,84.54,3.14,Completed
LRN03033,10190,HR Policies and Benefits,Orientation,2014-08-19,2014-08-24,83.94,1.16,Completed
LRN03034,10190,Communication and Collaboration Tools,Orientation,2014-08-20,2014-08-24,91.08,2.38,Completed
LRN03035,10190,Department Process Training,Role-specific,2014-08-23,2014-08-27,84.06,3.62,Completed
LRN03036,10190,Role Fundamentals,Role-specific,2014-08-25,2014-09-07,91.38,6.77,Completed
LRN03037,10190,Role Tools and Systems,Role-specific,2014-08-26,2014-08-30,96.68,3.56,Completed
LRN03038,10190,Professional Development,Optional,2014-09-02,,,,Assigned
LRN03039,10274,Information Security Awareness,Compliance,2011-09-27,2011-10-05,80.7,2.15,Completed
LRN03040,10274,Data Privacy and Protection,Compliance,2011-09-28,2011-10-10,82.74,1.97,Completed
LRN03041,10274,Code of Conduct,Compliance,2011-09-26,,,,In Progress
LRN03042,10274,Workplace Safety,Compliance,2011-09-27,2011-09-28,72.34,1.98,Completed
LRN03043,10274,Company Orientation,Orientation,2011-09-26,2011-10-05,86.87,2.98,Completed
LRN03044,10274,HR Policies and Benefits,Orientation,2011-09-27,2011-10-08,94.9,2.39,Completed
LRN03045,10274,Communication and Collaboration Tools,Orientation,2011-09-28,,,,Assigned
LRN03046,10274,Department Process Training,Role-specific,2011-10-01,2011-10-12,91.31,4.62,Completed
LRN03047,10274,Role Fundamentals,Role-specific,2011-10-03,,,,Overdue
LRN03048,10274,Role Tools and Systems,Role-specific,2011-10-04,2011-10-08,100.0,5.06,Completed
LRN03049,10293,Information Security Awareness,Compliance,2012-08-14,2012-08-26,87.69,2.53,Completed
LRN03050,10293,Data Privacy and Protection,Compliance,2012-08-15,2012-08-28,85.22,2.37,Completed
LRN03051,10293,Code of Conduct,Compliance,2012-08-13,2012-08-21,95.62,2.06,Completed
LRN03052,10293,Workplace Safety,Compliance,2012-08-14,2012-08-17,99.48,2.07,Completed
LRN03053,10293,Company Orientation,Orientation,2012-08-13,2012-08-15,85.97,2.11,Completed
LRN03054,10293,HR Policies and Benefits,Orientation,2012-08-14,,,,Assigned
LRN03055,10293,Communication and Collaboration Tools,Orientation,2012-08-15,2012-08-18,90.23,2.51,Completed
LRN03056,10293,Department Process Training,Role-specific,2012-08-18,,62.41,,In Progress
LRN03057,10293,Role Fundamentals,Role-specific,2012-08-20,2012-09-09,92.24,4.64,Completed
LRN03058,10293,Role Tools and Systems,Role-specific,2012-08-21,2012-09-07,93.64,3.26,Completed
LRN03059,10172,Information Security Awareness,Compliance,2017-02-16,2017-02-25,87.98,2.87,Completed
LRN03060,10172,Data Privacy and Protection,Compliance,2017-02-17,2017-02-19,100.0,1.07,Completed
LRN03061,10172,Code of Conduct,Compliance,2017-02-15,,64.63,,In Progress
LRN03062,10172,Workplace Safety,Compliance,2017-02-16,2017-02-27,87.05,1.89,Completed
LRN03063,10172,Company Orientation,Orientation,2017-02-15,2017-02-21,81.62,2.64,Completed
LRN03064,10172,HR Policies and Benefits,Orientation,2017-02-16,,,,In Progress
LRN03065,10172,Communication and Collaboration Tools,Orientation,2017-02-17,,,,Assigned
LRN03066,10172,Department Process Training,Role-specific,2017-02-20,2017-02-27,72.4,4.0,Completed
LRN03067,10172,Role Fundamentals,Role-specific,2017-02-22,2017-02-27,96.13,5.33,Completed
LRN03068,10172,Role Tools and Systems,Role-specific,2017-02-23,,,,In Progress
LRN03069,10172,Professional Development,Optional,2017-03-02,,,,Assigned
LRN03070,10127,Information Security Awareness,Compliance,2015-03-31,,,,Assigned
LRN03071,10127,Data Privacy and Protection,Compliance,2015-04-01,2015-04-16,79.96,1.32,Completed
LRN03072,10127,Code of Conduct,Compliance,2015-03-30,2015-04-03,69.65,1.41,Completed
LRN03073,10127,Workplace Safety,Compliance,2015-03-31,2015-04-10,94.34,2.25,Completed
LRN03074,10127,Company Orientation,Orientation,2015-03-30,2015-04-05,81.29,2.7,Completed
LRN03075,10127,HR Policies and Benefits,Orientation,2015-03-31,2015-04-03,85.51,2.69,Completed
LRN03076,10127,Communication and Collaboration Tools,Orientation,2015-04-01,,,,In Progress
LRN03077,10127,Department Process Training,Role-specific,2015-04-04,2015-04-19,85.74,4.43,Completed
LRN03078,10127,Role Fundamentals,Role-specific,2015-04-06,2015-04-07,84.35,5.16,Completed
LRN03079,10127,Role Tools and Systems,Role-specific,2015-04-07,,,,Assigned
LRN03080,10127,Professional Development,Optional,2015-04-14,2015-04-21,92.74,3.76,Completed
LRN03081,10072,Information Security Awareness,Compliance,2011-01-11,,,,In Progress
LRN03082,10072,Data Privacy and Protection,Compliance,2011-01-12,2011-01-27,81.7,1.3,Completed
LRN03083,10072,Workplace Safety,Compliance,2011-01-11,2011-01-12,75.89,2.93,Completed
LRN03084,10072,Company Orientation,Orientation,2011-01-10,2011-01-15,86.7,1.89,Completed
LRN03085,10072,HR Policies and Benefits,Orientation,2011-01-11,2011-01-18,74.08,3.13,Completed
LRN03086,10072,Communication and Collaboration Tools,Orientation,2011-01-12,2011-01-13,82.04,2.98,Completed
LRN03087,10072,Department Process Training,Role-specific,2011-01-15,2011-01-31,76.39,4.17,Completed
LRN03088,10072,Role Fundamentals,Role-specific,2011-01-17,2011-02-07,93.21,4.04,Completed
LRN03089,10072,Role Tools and Systems,Role-specific,2011-01-18,2011-02-03,89.56,4.27,Completed
LRN03090,10072,Professional Development,Optional,2011-01-25,,,,Overdue
LRN03091,10048,Information Security Awareness,Compliance,2011-05-17,,,,Overdue
LRN03092,10048,Data Privacy and Protection,Compliance,2011-05-18,,,,In Progress
LRN03093,10048,Code of Conduct,Compliance,2011-05-16,2011-05-18,100.0,1.65,Completed
LRN03094,10048,Workplace Safety,Compliance,2011-05-17,2011-05-26,84.44,2.44,Completed
LRN03095,10048,Company Orientation,Orientation,2011-05-16,2011-05-20,76.24,2.35,Completed
LRN03096,10048,HR Policies and Benefits,Orientation,2011-05-17,2011-05-22,70.93,2.45,Completed
LRN03097,10048,Communication and Collaboration Tools,Orientation,2011-05-18,2011-05-26,82.21,2.76,Completed
LRN03098,10048,Department Process Training,Role-specific,2011-05-21,2011-05-28,76.82,4.5,Completed
LRN03099,10048,Role Fundamentals,Role-specific,2011-05-23,2011-06-01,71.36,5.85,Completed
LRN03100,10048,Role Tools and Systems,Role-specific,2011-05-24,2011-05-26,80.8,6.2,Completed
LRN03101,10204,Information Security Awareness,Compliance,2011-01-11,2011-01-13,94.02,2.79,Completed
LRN03102,10204,Data Privacy and Protection,Compliance,2011-01-12,2011-01-25,71.4,1.29,Completed
LRN03103,10204,Code of Conduct,Compliance,2011-01-10,2011-01-14,84.42,1.67,Completed
LRN03104,10204,Workplace Safety,Compliance,2011-01-11,,,,Assigned
LRN03105,10204,Company Orientation,Orientation,2011-01-10,2011-01-16,85.91,1.83,Completed
LRN03106,10204,HR Policies and Benefits,Orientation,2011-01-11,2011-01-18,70.97,2.14,Completed
LRN03107,10204,Communication and Collaboration Tools,Orientation,2011-01-12,2011-01-23,93.16,2.61,Completed
LRN03108,10204,Department Process Training,Role-specific,2011-01-15,2011-01-25,73.99,2.64,Completed
LRN03109,10204,Role Fundamentals,Role-specific,2011-01-17,2011-01-24,89.52,6.72,Completed
LRN03110,10204,Role Tools and Systems,Role-specific,2011-01-18,2011-01-27,83.81,3.53,Completed
LRN03111,10264,Information Security Awareness,Compliance,2012-01-10,2012-01-18,85.06,4.03,Completed
LRN03112,10264,Data Privacy and Protection,Compliance,2012-01-11,,,,Overdue
LRN03113,10264,Code of Conduct,Compliance,2012-01-09,,,,Assigned
LRN03114,10264,Workplace Safety,Compliance,2012-01-10,2012-01-11,82.9,1.86,Completed
LRN03115,10264,Company Orientation,Orientation,2012-01-09,2012-01-16,84.47,2.28,Completed
LRN03116,10264,HR Policies and Benefits,Orientation,2012-01-10,2012-01-22,80.78,1.85,Completed
LRN03117,10264,Communication and Collaboration Tools,Orientation,2012-01-11,,,,Assigned
LRN03118,10264,Department Process Training,Role-specific,2012-01-14,2012-01-21,83.98,2.62,Completed
LRN03119,10264,Role Fundamentals,Role-specific,2012-01-16,2012-02-02,80.43,6.9,Completed
LRN03120,10264,Role Tools and Systems,Role-specific,2012-01-17,,,,In Progress
LRN03121,10264,Professional Development,Optional,2012-01-24,2012-02-09,88.79,4.68,Completed
LRN03122,10033,Information Security Awareness,Compliance,2013-01-08,,51.46,,In Progress
LRN03123,10033,Data Privacy and Protection,Compliance,2013-01-09,2013-01-11,79.86,2.09,Completed
LRN03124,10033,Code of Conduct,Compliance,2013-01-07,2013-01-09,86.65,1.65,Completed
LRN03125,10033,Workplace Safety,Compliance,2013-01-08,,,,Overdue
LRN03126,10033,Company Orientation,Orientation,2013-01-07,2013-01-16,70.18,3.14,Completed
LRN03127,10033,HR Policies and Benefits,Orientation,2013-01-08,,,,In Progress
